region,name,category,village_name,village_slug,lat,lng,description,phone,price_range,attributes_json,source_url,source_name,confidence,obscurity
spiti,Sonam Homestay (Sonam Tara),homestay,Mudh,mudh,31.958971,78.033069,"Mudh village homestay sharing the Tara family kitchen, known for valley views.",9418441453,₹900-1000/person,"{""meals_included"": true}",https://discoverwithdheeraj.com/spiti-valley-homestays/,Discover with Dheeraj blog,"single-source (scattered around village center, not an exact geocoded spot)",mainstream
spiti,Snow Valley Guest House,homestay,Mudh,mudh,31.958624,78.033113,"Guest house in Mudh village, Pin Valley, listed with contact number.",9418985242,,{},https://vargiskhan.com/log/best-homestays-in-spiti-valley/,Vargis Khan blog,"single-source (scattered around village center, not an exact geocoded spot)",mainstream
spiti,Losar Kunzum Homestay,homestay,Losar,losar,32.439949,77.751278,"Homestay on the Losar-Gramphu-Batal-Kaza road, first village stop entering Spiti from Manali via Kunzum La.",01906222252,,{},https://vargiskhan.com/log/best-homestays-in-spiti-valley/,Vargis Khan blog / Justdial listing,"verified (scattered around village center, not an exact geocoded spot)",mainstream
spiti,Amar Homestay,homestay,Nako,nako,31.866233,78.616605,"Homestay in Nako village near the Spiti-Kinnaur border, listed with contact number.",9418623453,,{},https://vargiskhan.com/log/best-homestays-in-spiti-valley/,Vargis Khan blog,"single-source (scattered around village center, not an exact geocoded spot)",mainstream
spiti,Nehru Homestay,homestay,Nako,nako,31.866450,78.616785,Homestay in Nako village listed with contact number.,09459405151,,{},https://vargiskhan.com/log/best-homestays-in-spiti-valley/,Vargis Khan blog,"single-source (scattered around village center, not an exact geocoded spot)",mainstream
spiti,Moonlake Homestay,homestay,Nako,nako,31.865914,78.616440,Homestay in Nako village listed with contact number.,9418440767,,{},https://vargiskhan.com/log/best-homestays-in-spiti-valley/,Vargis Khan blog,"single-source (scattered around village center, not an exact geocoded spot)",mainstream
spiti,Tashi's Home,homestay,Nako,nako,31.866425,78.615872,Homestay in Nako village listed with contact number.,9873146404,,{},https://vargiskhan.com/log/best-homestays-in-spiti-valley/,Vargis Khan blog,"single-source (scattered around village center, not an exact geocoded spot)",mainstream
spiti,Tara Homestay,homestay,Chicham,chicham,32.349916,78.017371,"Chicham village homestay, contact Chhering Angrup.",09418646714,,"{""host_name"": ""Chhering Angrup""}",https://vargiskhan.com/log/best-homestays-in-spiti-valley/,Vargis Khan blog,"single-source (scattered around village center, not an exact geocoded spot)",mainstream
spiti,Welcome Bodh Homestay,homestay,Chicham,chicham,32.350621,78.017454,Homestay in Chicham village listed with contact number.,08988230849,,{},https://vargiskhan.com/log/best-homestays-in-spiti-valley/,Vargis Khan blog,"single-source (scattered around village center, not an exact geocoded spot)",mainstream
spiti,Tapka Home Stay,homestay,Chicham,chicham,32.350014,78.015764,Homestay in Chicham village listed with contact number.,9418215768,,{},https://vargiskhan.com/log/best-homestays-in-spiti-valley/,Vargis Khan blog,"single-source (scattered around village center, not an exact geocoded spot)",mainstream
spiti,Karma Pema Home Stay,homestay,Chicham,chicham,32.350341,78.015626,Homestay in Chicham village listed with contact number.,9418448477,,{},https://vargiskhan.com/log/best-homestays-in-spiti-valley/,Vargis Khan blog,"single-source (scattered around village center, not an exact geocoded spot)",mainstream
spiti,Cold Desert Home Stay,homestay,Chicham,chicham,32.349646,78.017031,Homestay in Chicham village listed with contact number.,9459420240,,{},https://vargiskhan.com/log/best-homestays-in-spiti-valley/,Vargis Khan blog,"single-source (scattered around village center, not an exact geocoded spot)",mainstream
spiti,Pema Home Stay,homestay,Chicham,chicham,32.349998,78.016055,Homestay in Chicham village listed with landline contact.,01906200403,,{},https://vargiskhan.com/log/best-homestays-in-spiti-valley/,Vargis Khan blog,"single-source (scattered around village center, not an exact geocoded spot)",mainstream
spiti,Thuktan Home Stay,homestay,Chicham,chicham,32.349771,78.017241,Homestay in Chicham village listed with landline contact.,01906262313,,{},https://vargiskhan.com/log/best-homestays-in-spiti-valley/,Vargis Khan blog,"single-source (scattered around village center, not an exact geocoded spot)",mainstream
spiti,Tsedup's House,homestay,Hikkim,hikkim,32.246670,78.099577,"Homestay in Hikkim village, home of the world's highest post office.",9873146404,,{},https://vargiskhan.com/log/best-homestays-in-spiti-valley/,Vargis Khan blog,"single-source (scattered around village center, not an exact geocoded spot)",mainstream
spiti,Hikkim Himalayan Cafe & Home Stay,homestay,Hikkim,hikkim,32.247238,78.099304,Cafe with attached homestay in Hikkim village.,9459040980,,{},https://vargiskhan.com/log/best-homestays-in-spiti-valley/,Vargis Khan blog,"single-source (scattered around village center, not an exact geocoded spot)",mainstream
spiti,Miklam Homestay,homestay,Rangrik,rangrik,32.254503,78.022246,"Rangrik homestay near Kaza with Key Monastery visible from the property; tea, breakfast, lunch and dinner offered.",8988100450,₹1000-1300/person,"{""meals_included"": true}",https://discoverwithdheeraj.com/spiti-valley-homestays/,Discover with Dheeraj blog,"single-source (scattered around village center, not an exact geocoded spot)",hidden
spiti,Khabri/Khabrik Homestay,homestay,Lalung,lalung,32.150238,78.200908,"Simple, traditional-decor homestay in Lhalung/Lalung village; contact Tashi Gatuk per one source.",9418208987,₹700/person,"{""host_name"": ""Tashi Gatuk"", ""meals_included"": true}",https://discoverwithdheeraj.com/spiti-valley-homestays/,Discover with Dheeraj blog / Vargis Khan blog,"single-source (scattered around village center, not an exact geocoded spot)",hidden
spiti,Konchok Home Stay,homestay,Lalung,lalung,32.149894,78.199974,Homestay in Lhalung/Lalung village listed with contact number.,097427 97208,,{},https://vargiskhan.com/log/best-homestays-in-spiti-valley/,Vargis Khan blog,"single-source (scattered around village center, not an exact geocoded spot)",hidden
spiti,Dugpa's Home Stay,homestay,Gette,gette,32.302358,78.019955,"One of only two homestays in Gette, a hamlet of just a few houses on the Kibber-Tashigang trekking route.",9418155078,,{},https://vargiskhan.com/log/best-homestays-in-spiti-valley/,Vargis Khan blog / Tale of 2 Backpackers,"verified (scattered around village center, not an exact geocoded spot)",hidden
spiti,Tenzin Home Stay,homestay,Gette,gette,32.302006,78.020110,"One of only two homestays in Gette hamlet, on the Kibber-Tashigang trekking route.",9418966306,,{},https://vargiskhan.com/log/best-homestays-in-spiti-valley/,Vargis Khan blog / Tale of 2 Backpackers,"verified (scattered around village center, not an exact geocoded spot)",hidden
spiti,Valley View Guest House,homestay,Gulling,gulling,31.999525,78.000681,"Guest house in Gulling village, Pin Valley (16 km past Attargo bridge), described by travelers as clean and comfortable though basic.",9910036654,,{},https://vargiskhan.com/log/best-homestays-in-spiti-valley/,Vargis Khan blog,"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Guza Pa Homestay,homestay,Wanla,wanla,34.249239,76.829878,"Family homestay in the LEHO village homestay network in Wanla, on the Yapola river near Lamayuru.",+91-9419244413,,{},https://www.ladakhecotourism.com/wanla/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Joldan Pa Homestay,homestay,Wanla,wanla,34.249515,76.830870,Family homestay in the LEHO village homestay network in Wanla.,+91-9419244413,,{},https://www.ladakhecotourism.com/wanla/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Khara Pa Homestay,homestay,Wanla,wanla,34.249371,76.830609,Family homestay in the LEHO village homestay network in Wanla.,+91-9419244413,,{},https://www.ladakhecotourism.com/wanla/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Lamyot Pa Homestay,homestay,Wanla,wanla,34.249706,76.832037,Family homestay in the LEHO village homestay network in Wanla.,+91-9419244413,,{},https://www.ladakhecotourism.com/wanla/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Lhagang Homestay,homestay,Wanla,wanla,34.250350,76.830717,Family homestay in the LEHO village homestay network in Wanla.,+91-9419244413,,{},https://www.ladakhecotourism.com/wanla/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Loma Pa Homestay,homestay,Wanla,wanla,34.249399,76.829977,Family homestay in the LEHO village homestay network in Wanla.,+91-9419244413,,{},https://www.ladakhecotourism.com/wanla/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Palace View Homestay,homestay,Wanla,wanla,34.249502,76.831696,Family homestay in the LEHO village homestay network in Wanla.,+91-9419244413,,{},https://www.ladakhecotourism.com/wanla/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Rongstak Homestay,homestay,Wanla,wanla,34.249137,76.830599,Family homestay in the LEHO village homestay network in Wanla.,+91-9419244413,,{},https://www.ladakhecotourism.com/wanla/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Twin Brother Homestay,homestay,Wanla,wanla,34.249795,76.831873,Family homestay in the LEHO village homestay network in Wanla.,+91-9419244413,,{},https://www.ladakhecotourism.com/wanla/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Shuktser Homestay,homestay,Wanla,wanla,34.249075,76.832058,Family homestay in the LEHO village homestay network in Wanla.,+91-9419244413,,{},https://www.ladakhecotourism.com/wanla/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Chumik Homestay,homestay,Gya,gya,33.649896,77.733396,"Family homestay in the LEHO village homestay network in Gya, on the Leh-Manali highway near Tanglang La.",+91-9419244413,,{},https://www.ladakhecotourism.com/gya/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Dhopa Homestay,homestay,Gya,gya,33.649474,77.733256,Family homestay in the LEHO village homestay network in Gya.,+91-9419244413,,{},https://www.ladakhecotourism.com/gya/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Gyalpo Homestay,homestay,Gya,gya,33.650231,77.732517,Family homestay in the LEHO village homestay network in Gya.,+91-9419244413,,{},https://www.ladakhecotourism.com/gya/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Junu Homestay,homestay,Gya,gya,33.650553,77.733977,Family homestay in the LEHO village homestay network in Gya.,+91-9419244413,,{},https://www.ladakhecotourism.com/gya/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Lardak Homestay,homestay,Gya,gya,33.650733,77.733749,Family homestay in the LEHO village homestay network in Gya.,+91-9419244413,,{},https://www.ladakhecotourism.com/gya/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Lozang Homestay,homestay,Gya,gya,33.650368,77.733216,Family homestay in the LEHO village homestay network in Gya.,+91-9419244413,,{},https://www.ladakhecotourism.com/gya/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Thakskan Homestay,homestay,Gya,gya,33.649268,77.733806,Family homestay in the LEHO village homestay network in Gya.,+91-9419244413,,{},https://www.ladakhecotourism.com/gya/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Tongyat Homestay,homestay,Gya,gya,33.650851,77.733265,Family homestay in the LEHO village homestay network in Gya.,+91-9419244413,,{},https://www.ladakhecotourism.com/gya/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Zimskhang Homestay,homestay,Gya,gya,33.649886,77.732993,Family homestay in the LEHO village homestay network in Gya.,+91-9419244413,,{},https://www.ladakhecotourism.com/gya/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Norkhang Homestay,homestay,Gya,gya,33.650312,77.734157,Family homestay in the LEHO village homestay network in Gya.,+91-9419244413,,{},https://www.ladakhecotourism.com/gya/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Dawa Pa Homestay,homestay,Shara,shara,33.783380,77.889047,"Family homestay in the LEHO village homestay network in Shara, a small village off the Kharu-Chemrey route north of Leh.",+91-9419244413,,{},https://www.ladakhecotourism.com/shara/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Labrang Homestay,homestay,Shara,shara,33.783970,77.891211,Family homestay in the LEHO village homestay network in Shara.,+91-9419244413,,{},https://www.ladakhecotourism.com/shara/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Langlay Homestay,homestay,Shara,shara,33.784424,77.890919,Family homestay in the LEHO village homestay network in Shara.,+91-9419244413,,{},https://www.ladakhecotourism.com/shara/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Puluk Homestay,homestay,Shara,shara,33.782896,77.890865,Family homestay in the LEHO village homestay network in Shara.,+91-9419244413,,{},https://www.ladakhecotourism.com/shara/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,P. Zangmo Homestay,homestay,Shara,shara,33.782924,77.890303,Family homestay in the LEHO village homestay network in Shara.,+91-9419244413,,{},https://www.ladakhecotourism.com/shara/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Skarma Homestay,homestay,Shara,shara,33.784107,77.890207,Family homestay in the LEHO village homestay network in Shara.,+91-9419244413,,{},https://www.ladakhecotourism.com/shara/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Lotus Homestay,homestay,Shara,shara,33.783238,77.889546,Family homestay in the LEHO village homestay network in Shara.,+91-9419244413,,{},https://www.ladakhecotourism.com/shara/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Tongspon Homestay,homestay,Shara,shara,33.784068,77.891052,Family homestay in the LEHO village homestay network in Shara.,+91-9419244413,,{},https://www.ladakhecotourism.com/shara/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Tashi Dorjey Homestay,homestay,Shara,shara,33.783544,77.889780,Family homestay in the LEHO village homestay network in Shara.,+91-9419244413,,{},https://www.ladakhecotourism.com/shara/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Dampo Wangtak Homestay,homestay,Shara,shara,33.783775,77.890023,Family homestay in the LEHO village homestay network in Shara.,+91-9419244413,,{},https://www.ladakhecotourism.com/shara/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Dampo Youron Homestay,homestay,Shara,shara,33.783645,77.888960,Family homestay in the LEHO village homestay network in Shara.,+91-9419244413,,{},https://www.ladakhecotourism.com/shara/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Kalgya Homestay,homestay,Shara,shara,33.783306,77.890366,Family homestay in the LEHO village homestay network in Shara.,+91-9419244413,,{},https://www.ladakhecotourism.com/shara/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Gingsar Homestay,homestay,Shara,shara,33.784638,77.890338,Family homestay in the LEHO village homestay network in Shara.,+91-9419244413,,{},https://www.ladakhecotourism.com/shara/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Nierpa Homestay,homestay,Shara,shara,33.782714,77.889859,Family homestay in the LEHO village homestay network in Shara.,+91-9419244413,,{},https://www.ladakhecotourism.com/shara/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Tongspon Gyaltsan Homestay,homestay,Takmachik,takmachik,34.382824,76.761320,"Family homestay in the LEHO village homestay network in Takmachik, Ladakh's first eco-model tourism village (launched by LEHO in 2011); coordinates approximated to nearby Khalsi tehsil headquarters.",+91-9419244413,,{},https://www.ladakhecotourism.com/takmachik/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Nyerpa Sonam Homestay,homestay,Takmachik,takmachik,34.382733,76.762654,Family homestay in the LEHO village homestay network in Takmachik; coordinates approximated to nearby Khalsi.,+91-9419244413,,{},https://www.ladakhecotourism.com/takmachik/nyerpa-sonam-homestay/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Shagut Gyaltsan Homestay,homestay,Takmachik,takmachik,34.381904,76.762026,Family homestay in the LEHO village homestay network in Takmachik; coordinates approximated to nearby Khalsi.,+91-9419244413,,{},https://www.ladakhecotourism.com/takmachik/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Kapto Paldan Homestay,homestay,Takmachik,takmachik,34.382905,76.762551,Family homestay in the LEHO village homestay network in Takmachik; coordinates approximated to nearby Khalsi.,+91-9419244413,,{},https://www.ladakhecotourism.com/takmachik/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Sdeba Tsetan Homestay,homestay,Takmachik,takmachik,34.381897,76.761073,Family homestay in the LEHO village homestay network in Takmachik; coordinates approximated to nearby Khalsi.,+91-9419244413,,{},https://www.ladakhecotourism.com/takmachik/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Tik Tik Tashi Homestay,homestay,Takmachik,takmachik,34.382691,76.762962,Family homestay in the LEHO village homestay network in Takmachik; coordinates approximated to nearby Khalsi.,+91-9419244413,,{},https://www.ladakhecotourism.com/takmachik/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Tik Tik Nawang Homestay,homestay,Takmachik,takmachik,34.381142,76.762926,Family homestay in the LEHO village homestay network in Takmachik; coordinates approximated to nearby Khalsi.,+91-9419244413,,{},https://www.ladakhecotourism.com/takmachik/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Togo Homestay,homestay,Takmachik,takmachik,34.381226,76.762416,Family homestay in the LEHO village homestay network in Takmachik; coordinates approximated to nearby Khalsi.,+91-9419244413,,{},https://www.ladakhecotourism.com/takmachik/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,New Era Homestay,homestay,Takmachik,takmachik,34.381715,76.761361,Family homestay in the LEHO village homestay network in Takmachik; coordinates approximated to nearby Khalsi.,+91-9419244413,,{},https://www.ladakhecotourism.com/takmachik/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
